Group,LoadPath,Key,DisplayName,Taxonomy,Script
Actor,Objects_ActorDefs.def,LeverActor,Lever,"[Actor|Object|Rooted]",LeverActor.gd
Actor,Objects_ActorDefs.def,ShrineActor,Shrine,"[Actor|Object|Rooted]",SpawnerActor.gd
Actor,Objects_ActorDefs.def,StalagmiteActor,Stalagmite,"[Actor|Object|Rooted]",BaseActor.gd
Actor,Objects_ActorDefs.def,AlterActor,Alter,"[Actor|Object]",AlterActor.gd
Actor,Slimes_ActorDefs.def,SlimeBasic,Slime,"[Actor]",BaseActor.gd
Actor,Slimes_ActorDefs.def,SlimePoison,Green Slime,"[Actor]",BaseActor.gd
Actor,Squirrels_ActorDefs.def,BaseSquirrel,Squirrel,"[Actor]",BaseActor.gd
Actor,Squirrels_ActorDefs.def,Squirrcerer,Squirrcerer,"[Actor]",BaseActor.gd
Actor,Squirrels_ActorDefs.def,Squirrior,Squirrior,"[Actor]",BaseActor.gd
Actor,TargetDummy_ActorDefs.def,TargetDummy,Test Target,"[Actor]",BaseActor.gd
Actor,TargetDummy_ActorDefs.def,TargetDummy_Mag,Warded Target,"[Actor]",BaseActor.gd
Actor,TargetDummy_ActorDefs.def,TargetDummy_Moving,Moving Target,"[Actor]",BaseActor.gd
Actor,TargetDummy_ActorDefs.def,TargetDummy_Phy,Armored Target,"[Actor]",BaseActor.gd
Actor,Totems_ActorDefs.def,BaseTotem_Actor,Totem,"[Actor]",BaseActor.gd
Actor,Undead_ActorDefs.def,#BaseUndead,#Base Undead,"[Actor]",BaseActor.gd
Actor,Undead_ActorDefs.def,Skeleton,Skeleton,"[Actor]",BaseActor.gd
Actor,Undead_ActorDefs.def,SkeletonMage,Skel Mage,"[Actor]",BaseActor.gd
Actor,Undead_ActorDefs.def,ZombieBasic,Zombie,"[Actor]",BaseActor.gd
